canonical_product_id,product,canonical_url,source_type,accessed_at,http_status,source_file
lingodeer,LingoDeer,https://www.lingodeer.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
lingodeer,LingoDeer,https://lingodeer.freshdesk.com/support/solutions/articles/61000194357-is-lingodeer-free-how-much-is-it-,documentation,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
lingodeer,LingoDeer,https://lingodeer.freshdesk.com/support/solutions/articles/61000307428-where-is-fluent-and-what-is-it-,documentation,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
durioo,Durioo+,https://duriooplus.com/pricing,pricing,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
durioo,Durioo+,https://join.duriooplus.com/,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
durioo,Durioo+,https://apps.apple.com/us/app/durioo-by-omar-hana-makers/id1605538612,app_store,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
durioo,Durioo+,https://play.google.com/store/apps/details?hl=en_US&id=ott.durioo1,app_store,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
durioo,Durioo+,https://join.duriooplus.com/safescreentime/,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
maqraa,Maqraa,https://maqraa.prh.gov.sa/en,product,2026-09-11,200,tool/build_competitor_landscape.mjs
ayat-al-quran,Ayat: Al Quran,https://apps.apple.com/us/app/ayat-al-quran-%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85/id634325420,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
ayat-al-quran,Ayat: Al Quran,https://quran.ksu.edu.sa/,product,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
hakma-taleem,Hakma Taleem,https://hakmakids.com/,product,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv
brilliant,Brilliant,https://brilliant.org/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
brilliant,Brilliant,https://brilliant.org/help/features/what-are-learning-paths/,documentation,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
brilliant,Brilliant,https://brilliant.org/help/features/what-is-a-streak/,documentation,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
brilliant,Brilliant,https://brilliant.org/help/features/,documentation,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
journey2jannah-safar-ecosystem,Journey2Jannah / Safar ecosystem,https://safarpublications.org/,product,2026-09-11,403,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
journey2jannah-safar-ecosystem,Journey2Jannah / Safar ecosystem,https://docs.safarpublications.org/,documentation,2026-09-11,403,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
journey2jannah-safar-ecosystem,Journey2Jannah / Safar ecosystem,https://safarpublications.org/help-center/islamic-studies/primary-islamic-studies-syllabus/are-safar-publications-available-as-ebooks-or-digital-downloads/,documentation,2026-09-11,403,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
journey2jannah-safar-ecosystem,Journey2Jannah / Safar ecosystem,https://resources.safarpublications.org/,product,2026-09-11,403,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
muslim-app,Muslim App,https://muslimapp.com/guide/on-your-device,product,2026-09-11,200,tool/build_competitor_landscape.mjs
salam-games,Salam Games,https://salamgames.com/,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
learning-roots,Learning Roots,https://www.learningroots.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs
muslim-guard,Muslim Guard,https://www.muslim-guard.com/en,product,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
muslim-guard,Muslim Guard,https://www.muslim-guard.com/en/app/legal/politique-de-confidentialite,policy,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
muslim-guard,Muslim Guard,https://www.muslim-guard.com/en/quiz/creer,product,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
tawhid,Tawhid,https://apps.apple.com/us/app/tawhid-quran-prayer-times/id1668618911,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
al-noor-kids,Al Noor Kids,https://alnoorkids.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs
the-tarbiyah,The Tarbiyah,https://thetarbiyah.com/,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
islam360kids,Islam360Kids,https://play.google.com/store/apps/details?id=com.islam360kids,app_store,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
ali-huda,Ali Huda,https://alihuda.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
ali-huda,Ali Huda,https://apps.apple.com/au/app/ali-huda/id1243697319,app_store,2026-09-11,404,tool/build_competitor_landscape.mjs | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
