"url","title","publisher","languages","formats","tracks","rights_statuses","http_status","reachable","final_url","content_type","last_modified","availability_class","verification_error","notes","source_files"
"https://academy.seekersguidance.org/?redirect=0&track=odc","Clear Learning Arabic and Mastering Arabic","SeekersGuidance","ar; en","course; video","arabic; foundations; pedagogy; quran; tajwid","restricted-or-permission-required; terms-review-required","403","false","https://academy.seekersguidance.org/?redirect=0&track=odc","text/html; charset=UTF-8","","access-controlled-or-bot-protected","","Free; Free enrollment does not imply redistribution; seek permission; Rights/reuse note: All rights reserved; free access does not permit commercial adaptation; Rights/reuse note: Free enrollment does not imply redistribution; seek permission; Rights/reuse note: No republication grant; Rights/reuse note: https://academy.seekersguidance.org/?redirect=0&track=odc; Source category: Classical and MSA; Source category: islamic-studies; Source format: Self-paced courses tutorials and mentoring; Source format: Structured audiovisual academy; Staged curriculum, prerequisites, office hours, certificates and teacher access; Staged free curriculum, scholars, assessment and certificates","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quran_tajwid_sources_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md; agents/video-audio-source-expansion-2026-09-11.csv; islamic-source-catalog-2026-09-10.csv; islamic-source-metadata-2026-09-10.json; islamic-source-seeds.json; muslingo-content-landscape-2026-09-10.md"
"https://academy.seekersguidance.org/mod/page/view.php?context=191073&id=15700","On Worship: Shurunbulali’s Ascent to Felicity","","unspecified","course","foundations","unknown-review-required","403","false","https://academy.seekersguidance.org/mod/page/view.php?context=191073&id=15700","text/html; charset=UTF-8","","access-controlled-or-bot-protected","","","agents/muslingo-islamic-studies-curricula-research.md"
"https://academy.seekersguidance.org/mod/page/view.php?context=323702&id=26491","An Introduction to the Science of Hadith: Bayquni’s Hadith Terminology","","unspecified","course","foundations","unknown-review-required","403","false","https://academy.seekersguidance.org/mod/page/view.php?context=323702&id=26491","text/html; charset=UTF-8","","access-controlled-or-bot-protected","","","agents/muslingo-islamic-studies-curricula-research.md"
"https://aclanthology.org/2024.lrec-main.1170","Arabic lexicographic database","SinaLab, Birzeit University","ar","data","arabic","terms-review-required","200","true","https://aclanthology.org/2024.lrec-main.1170/","text/html; charset=utf-8","Wed, 09 Sep 2026 14:02:08 GMT","reachable","","Rights/reuse note: Described in peer-reviewed publication as open source; exact dataset license was not reliably surfaced on the official page during verification; Source category: Arabic lexicon; Unconfirmed until license file obtained","agents/canonical-data-source-expansion-2026-09-11.csv"
"https://aclanthology.org/2025.arabicnlp-sharedtasks.61","","","ar","data","arabic; pedagogy; quran","terms-review-required","200","true","https://aclanthology.org/2025.arabicnlp-sharedtasks.61/","text/html; charset=utf-8","Wed, 09 Sep 2026 14:02:19 GMT","reachable","","Rights/reuse note: ACL Anthology paper openly available; underlying Common Voice has its own terms; Iqra datasets lack a clear commercial licence.; Source category: Arabic pronunciation shared task","agents/learning-science-evidence-2026-09-11.csv"
"https://aclanthology.org/2025.arabicnlp-sharedtasks.62","paper","","unspecified","web","pedagogy; quran","terms-review-required","200","true","https://aclanthology.org/2025.arabicnlp-sharedtasks.62/","text/html; charset=utf-8","Wed, 09 Sep 2026 14:02:19 GMT","reachable","","Rights/reuse note: ACL paper open; code/data components inherit Iqra/EveryAyah/QUL terms and require separate licence review.; Source category: Quran pronunciation model","agents/learning-science-evidence-2026-09-11.csv; agents/learning-science-gap-analysis-2026-09-11.md"
"https://al-quranacademy.com/","","Al-Quran Academy","ar; en","video","arabic; quran","terms-review-required","200","true","https://al-quranacademy.com/","text/html; charset=UTF-8","","reachable","","Broad course map, male/female teachers and claimed multi-country learner base; Rights/reuse note: No open reuse license found; proprietary service; Source format: Live teacher audiovisual platform","agents/video-audio-source-expansion-2026-09-11.csv"
"https://alhudaonline.org/about","About","AlHuda Online","unspecified","course","quran; tajwid","reference-or-link-only","200","true","https://alhudaonline.org/about/","text/html; charset=UTF-8","","reachable","","Nonprofit mission and structured courses; Rights/reuse note: Reference only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://alhudaonline.org/learning-and-features","learning features","","unspecified","video","pedagogy","unknown-review-required","200","true","https://alhudaonline.org/learning-and-features/","text/html; charset=UTF-8","","reachable","","","agents/video-audio-content-analysis-2026-09-11.md"
"https://alhudaonline.org/online-courses","Quran course catalogue","AlHuda Online","ar; en; ur","course; video","arabic; quran; tajwid","restricted-or-permission-required; terms-review-required","200","true","https://alhudaonline.org/online-courses/","text/html; charset=utf-8","Thu, 10 Sep 2026 00:02:04 GMT","reachable","","Current 2026 catalogue, explicit course categories, certificates and named instructors/course leads; Rights/reuse note: No open adaptation license found; course content proprietary; Rights/reuse note: No reuse grant; Source format: Structured live/recorded course platform; Tahfeedh, Tajweed, translation and learner segments","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; agents/video-audio-content-analysis-2026-09-11.md; agents/video-audio-source-expansion-2026-09-11.csv"
"https://alhudaonline.org/welcome-to-al-huda-international","Program requirements","AlHuda Online","unspecified","course","quran; tajwid","reference-or-link-only","200","true","https://alhudaonline.org/welcome-to-al-huda-international/","text/html; charset=UTF-8","","reachable","","Attendance, assignments, oral exams and pass thresholds; Rights/reuse note: Reference only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://alkisafoundation.org/terms-and-conditions","Steps to Perfection K-12 Islamic Curriculum","Al-Kisa Foundation","en","course","foundations","unknown-review-required","200","true","https://alkisafoundation.org/terms-and-conditions","text/html; charset=utf-8","","reachable","","Rights/reuse note: Some digital resources are free but no blanket open commercial derivative licence is stated; Some digital resources are free but no blanket open commercial derivative licence is stated; Source format: Foundation and publisher","agents/islamic-curricula-expansion-2026-09-11.csv"
"https://alkisafoundation.org/wp-content/uploads/2024/09/AnnualReport2023-2024.pdf","K–12 development and governance report","","unspecified","course","uncategorized","unknown-review-required","410","false","https://alkisafoundation.org/wp-content/uploads/2024/09/AnnualReport2023-2024.pdf","text/plain;charset=UTF-8","","stale-or-removed","","","agents/foundations-curriculum-gap-analysis-2026-09-11.md"
"https://alquran.cloud/api","API","AlQuran.cloud","ar","data; video","arabic; quran; tajwid","terms-review-required","200","true","https://alquran.cloud/api","text/html; charset=utf-8","","reachable","","Keyless API, edition catalogue and named data/audio contributors; Keyless Quran API and editions; Rights/reuse note: Aggregator/source terms apply; Rights/reuse note: Service terms apply and do not automatically grant all underlying recording rights; attribution/provenance required; Source format: Public Quran API","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; agents/video-audio-source-expansion-2026-09-11.csv"
"https://alquran.cloud/contributors","Contributors","AlQuran.cloud","unspecified","audio","quran; tajwid","unknown-review-required","200","true","https://alquran.cloud/contributors","text/html; charset=utf-8","","reachable","","Rights/reuse note: Use edition-level provenance; Tanzil/Quran Academy texts and named audio contributors","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://alquran.cloud/terms-and-conditions","Terms and conditions","AlQuran.cloud","unspecified","audio","quran; tajwid","terms-review-required","200","true","https://alquran.cloud/terms-and-conditions","text/html; charset=utf-8","","reachable","","2026 text/API/audio reuse conditions, attribution, removal rights; Rights/reuse note: Not a blanket underlying-rights grant","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://ams-uk.org/","Section 48 Religious Education Inspection Framework","Association of Muslim Schools UK","en","web","foundations","unknown-review-required","403","false","https://ams-uk.org/","text/html","","access-controlled-or-bot-protected","","Public reports; framework copyright applies; use governance concepts not text; Rights/reuse note: Public reports; framework copyright applies; use governance concepts not text; Source format: Inspection and governance body","agents/islamic-curricula-expansion-2026-09-11.csv"
"https://ams-uk.org/rse-hub","RSE Hub","Association of Muslim Schools UK","en","course","foundations","restricted-or-permission-required","403","false","https://ams-uk.org/rse-hub","text/html","","access-controlled-or-bot-protected","","Commercial curriculum with some free policy resources; permission required for full content; Rights/reuse note: Commercial curriculum with some free policy resources; permission required for full content; Source format: School association","agents/foundations-curriculum-gap-analysis-2026-09-11.md; agents/islamic-curricula-expansion-2026-09-11.csv"
"https://ams-uk.org/section-48-inspections","Section 48 inspections","Association of Muslim Schools UK","en","course; web","foundations","unknown-review-required","403","false","https://ams-uk.org/section-48-inspections","text/html","","access-controlled-or-bot-protected","","Public reports; framework copyright applies; use governance concepts not text; Rights/reuse note: Public reports; framework copyright applies; use governance concepts not text; Source format: Inspection and governance body","agents/foundations-curriculum-gap-analysis-2026-09-11.md; agents/islamic-curricula-expansion-2026-09-11.csv"
"https://an-nasihah.com/","Home","","unspecified","web","foundations","unknown-review-required","200","true","https://an-nasihah.com/","text/html; charset=UTF-8","","reachable","","","agents/muslingo-islamic-studies-curricula-research.md"
"https://an-nasihah.com/islamic-curriculum","An Nasihah Islamic Curriculum","","unspecified","course","foundations","unknown-review-required","200","true","https://an-nasihah.com/islamic-curriculum/","text/html; charset=UTF-8","","reachable","","","agents/muslingo-islamic-studies-curricula-research.md"
"https://an-nasihah.com/products","Products","","unspecified","web","foundations; pedagogy","unknown-review-required","200","true","https://an-nasihah.com/products/","text/html; charset=UTF-8","","reachable","","","agents/muslingo-islamic-studies-curricula-research.md"
"https://an-nasihah.com/project/scope-and-sequence-books-1-8","Scope and Sequence Books 1–8","An Nasihah Publications","en","course","foundations","restricted-or-permission-required","200","true","https://an-nasihah.com/project/scope-and-sequence-books-1-8/","text/html; charset=UTF-8","","reachable","","No open licence found; permission required; Rights/reuse note: No open licence found; permission required; Source format: Publisher","agents/foundations-curriculum-gap-analysis-2026-09-11.md; agents/islamic-curricula-expansion-2026-09-11.csv"
"https://api-docs.quran.com/","Developer documentation","","unspecified","data","pedagogy","reference-or-link-only","200","true","https://api-docs.quran.com/","text/html; charset=utf-8","","reachable","","","agents/product-benchmark-gap-analysis-2026-09-11.md"
"https://api-docs.quran.com/docs/api-reference","Chapters/verses/Quran text resources","Quran Foundation","unspecified","audio; data; video","arabic; foundations; quran; tajwid","terms-review-required","200","true","https://api-docs.quran.com/docs/api-reference/","text/html; charset=utf-8","","reachable","","API terms and source-specific licenses apply; Rights/reuse note: API terms and source-specific licenses apply; Rights/reuse note: Revocable non-transferable API license for beneficial Quran experiences; text cannot be modified; no scraping; normal cache max 1 week; no ML models without written consent; Rights/reuse note: Terms apply; Source category: Quran platform; Source category: quran-data; Text, translations, tafsir, audio and structural APIs; Yes inside a paid/freemium app if raw content is not sold/redistributed and source terms are met","agents/canonical-data-source-expansion-2026-09-11.csv; agents/muslingo_quran_tajwid_sources_2026-09-10.csv; agents/video-audio-content-analysis-2026-09-11.md; islamic-source-catalog-2026-09-10.csv; islamic-source-metadata-2026-09-10.json; islamic-source-seeds.json; muslingo-content-landscape-2026-09-10.md"
"https://api-docs.quran.com/docs/category/content-apis","Hadith References API","Quran Foundation","unspecified","data","foundations; quran","terms-review-required","200","true","https://api-docs.quran.com/docs/category/content-apis-4.0.0/","text/html; charset=utf-8","","reachable","","Rights/reuse note: QF developer terms apply; data cannot be scraped/redistributed; one-week cache default; no ML without written consent; Source category: Hadith references; Yes within app under terms","agents/canonical-data-source-expansion-2026-09-11.csv"
"https://api-docs.quran.com/docs/connected-apps","Connected Apps","Quran Foundation","unspecified","data","foundations; quran; tajwid","terms-review-required","200","true","https://api-docs.quran.com/docs/connected-apps/","text/html; charset=utf-8","","reachable","","Approved endpoints or written license; attribution required; Approved endpoints/licensed content and correction synchronization; Rights/reuse note: Approved endpoints or written license; attribution required; Rights/reuse note: Program requirements; Source category: quran-data","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-catalog-2026-09-10.csv; islamic-source-metadata-2026-09-10.json; islamic-source-seeds.json; muslingo-content-landscape-2026-09-10.md"
"https://api-docs.quran.com/docs/content_apis_versioned/4.0.0/audio-reciter-timestamp","Chapter/verse/word timestamp ranges","Quran Foundation","unspecified","audio","quran; tajwid","terms-review-required","200","true","https://api-docs.quran.com/docs/content_apis_versioned/4.0.0/audio-reciter-timestamp/","text/html; charset=utf-8","","reachable","","Conditional; Rights/reuse note: QF developer terms; derived timing returned with licensed audio; no raw redistribution or ML without consent; Source category: Recitation timing","agents/canonical-data-source-expansion-2026-09-11.csv"
"https://api-docs.quran.com/docs/sdk/javascript/audio","Ayah-by-ayah recitation and optional segments","Quran Foundation and named reciters/publishers","unspecified","audio","quran; tajwid","terms-review-required","200","true","https://api-docs.quran.com/docs/sdk/javascript/audio/","text/html; charset=utf-8","","reachable","","Conditional; Rights/reuse note: QF developer terms; in-app commercial display allowed subject to source rights; no redistribution; cache max one week unless Content Sync; no ML/biometrics without written consent; Rights/reuse note: Same QF/source-specific terms; chapter resource IDs differ from ayah recitation IDs; Source category: Recitation audio; Yes in app subject to source-specific license","agents/canonical-data-source-expansion-2026-09-11.csv"
"https://api-docs.quran.com/docs/tutorials/content-sync/getting-started","Mushaf metadata/page mappings/positioned words","Quran Foundation","unspecified","data","pedagogy; quran","reference-or-link-only; restricted-or-permission-required; terms-review-required","200","true","https://api-docs.quran.com/docs/tutorials/content-sync/getting-started/","text/html; charset=utf-8","","reachable","","Conditional; Conditional on source rights; Rights/reuse note: Developer terms apply; offline exception only for Content Sync data; next sync at least every 7 days; fonts/images excluded; Rights/reuse note: QF terms and source-specific license; eligible one-word resources only; weekly sync; no ML training without written consent; Rights/reuse note: QF terms and source-specific license; only approved shareable resources; weekly sync; Rights/reuse note: QF terms plus source-specific translation license; weekly sync mandatory for offline exception; raw redistribution prohibited; Rights/reuse note: QF terms plus tafsir-specific rights; raw redistribution prohibited; weekly sync; no ML model use without written consent; Source category: Quran layout; Source category: Quran translations; Source category: Quran transliteration; Source category: Quranic lexicon; Source category: Tafsir; Yes in app subject to terms; Yes only as in-app experience and subject to source-specific terms","agents/canonical-data-source-expansion-2026-09-11.csv; agents/product-benchmark-gap-analysis-2026-09-11.md; muslingo-content-landscape-2026-09-10.md"
"https://api-docs.quran.com/docs/tutorials/faq","Developer FAQ","Quran Foundation","unspecified","data","quran; tajwid","unknown-review-required","200","true","https://api-docs.quran.com/docs/tutorials/faq/","text/html; charset=utf-8","","reachable","","Content Sync, offline categories and attribution; Rights/reuse note: Confirm eligibility","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; muslingo-content-landscape-2026-09-10.md"
"https://api-docs.quran.com/legal/developer-privacy","Developer Privacy Policy Packet","","unspecified","data","pedagogy","reference-or-link-only","200","true","https://api-docs.quran.com/legal/developer-privacy/","text/html; charset=utf-8","","reachable","","","agents/product-benchmark-gap-analysis-2026-09-11.md"
"https://api-docs.quran.com/legal/developer-terms","Developer Terms, 26 August 2026","Quran Foundation","unspecified","audio; data; video","arabic; foundations; quran; tajwid","restricted-or-permission-required; terms-review-required","200","true","https://api-docs.quran.com/legal/developer-terms/","text/html; charset=utf-8","","reachable","","API license, caching, attribution, commercial limits, no ML training; Conditional; Conditional on source rights; Rights/reuse note: Core legal evidence; updated 2026-08-26; Rights/reuse note: Developer terms apply; offline exception only for Content Sync data; next sync at least every 7 days; fonts/images excluded; Rights/reuse note: QF developer terms apply; data cannot be scraped/redistributed; one-week cache default; no ML without written consent; Rights/reuse note: QF developer terms; derived timing returned with licensed audio; no raw redistribution or ML without consent; Rights/reuse note: QF developer terms; in-app commercial display allowed subject to source rights; no redistribution; cache max one week unless Content Sync; no ML/biometrics without written consent; Rights/reuse note: QF terms and source-specific license; eligible one-word resources only; weekly sync; no ML training without written consent; Rights/reuse note: QF terms and source-specific license; only approved shareable resources; weekly sync; Rights/reuse note: QF terms plus source-specific translation license; weekly sync mandatory for offline exception; raw redistribution prohibited; Rights/reuse note: QF terms plus tafsir-specific rights; raw redistribution prohibited; weekly sync; no ML model use without written consent; Rights/reuse note: Revocable non-transferable API license for beneficial Quran experiences; text cannot be modified; no scraping; normal cache max 1 week; no ML models without written consent; Rights/reuse note: Same QF/source-specific terms; chapter resource IDs differ from ayah recitation IDs; Source category: Hadith references; Source category: Quran layout; Source category: Quran platform; Source category: Quran translations; Source category: Quran transliteration; Source category: Quranic lexicon; Source category: Recitation audio; Source category: Recitation timing; Source category: Tafsir; Yes in app subject to source-specific license; Yes in app subject to terms; Yes inside a paid/freemium app if raw content is not sold/redistributed and source terms are met; Yes only as in-app experience and subject to source-specific terms; Yes within app under terms","agents/canonical-data-integration-analysis-2026-09-11.md; agents/canonical-data-source-expansion-2026-09-11.csv; agents/muslingo_quran_tajwid_sources_2026-09-10.csv; agents/video-audio-content-analysis-2026-09-11.md"
"https://api2.islamhouse.com/ar/how-to-use","archived API guide","","unspecified","data","uncategorized","unknown-review-required","404","false","https://api2.islamhouse.com/ar/how-to-use","text/html; charset=UTF-8","","stale-or-removed","","","agents/canonical-data-integration-analysis-2026-09-11.md"
"https://apps.apple.com/ae/app/quran-by-quranly/id1559233786?platform=ipad","UAE version history","","unspecified","app","pedagogy","unknown-review-required","200","true","https://apps.apple.com/ae/app/quran-by-quranly/id1559233786?platform=ipad","text/html","","reachable","","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/alifbee-learn-arabic-easily/id1445883041","AlifBee: Learn Arabic Easily","","ar","app","arabic; pedagogy","unknown-review-required","200","true","https://apps.apple.com/us/app/alifbee-learn-arabic-easily/id1445883041","text/html","","reachable","","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/qariah/id1594917787?platform=ipad","Qariah","","unspecified","audio","pedagogy","unknown-review-required","200","true","https://apps.apple.com/us/app/qariah/id1594917787?platform=ipad","text/html","","reachable","","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/quran-by-quranly/id1559233786","Quran by Quranly","","unspecified","app","pedagogy; quran","unknown-review-required","200","true","https://apps.apple.com/us/app/quran-by-quranly/id1559233786","text/html","","reachable","","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/quranic-quran-arabic-learning/id1381145375","Quranic: Quran Arabic Learning","","ar","app","arabic; pedagogy; quran","unknown-review-required","200","true","https://apps.apple.com/us/app/quranic-quran-arabic-learning/id1381145375","text/html","","reachable","","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/sajda-prayer-times-quran/id517254891","Sajda: Prayer Times, Quran","","unspecified","app","pedagogy; quran","unknown-review-required","200","true","https://apps.apple.com/us/app/sajda-prayer-times-quran/id517254891","text/html","","reachable","","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/tarteel-ai-quran-memorization/id1391009396","Tarteel: AI Quran Memorization","","unspecified","app","hifz; pedagogy; quran","unknown-review-required","200","true","https://apps.apple.com/us/app/tarteel-ai-quran-memorization/id1391009396","text/html","","reachable","","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://arabic101.org/","Product home","Arabic101","ar","course; video; web","arabic; foundations; pedagogy; quran; tajwid","terms-review-required","200","true","https://arabic101.org/","text/html; charset=UTF-8","","reachable","","Reference public curriculum; request permission for assets or lesson reuse; Rights/reuse note: Reference public curriculum; request permission for assets or lesson reuse; Rights/reuse note: https://store.arabic101.org/85landing/; Self-study free; guided USD 40-60/month; live from USD 9/hour; ebook EUR 0-7.99; Source category: Quranic Arabic; Source category: tajwid-arabic; Source format: Website app books video and live classes","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_course_source_table_2026-09-10.csv; islamic-source-catalog-2026-09-10.csv; islamic-source-metadata-2026-09-10.json; islamic-source-seeds.json"
"https://arabicunlocked.com/","App and Academy","Arabic Unlocked","ar","course; web","arabic; pedagogy; quran","reference-or-link-only; terms-review-required","200","true","https://arabicunlocked.com/","text/html; charset=utf-8","","reachable","","GBP 9.99/month; GBP 47.99/six months; GBP 58.99/year; Academy promotional GBP 997/year; Rights/reuse note: https://arabicunlocked.com/terms/; Source category: Quranic Arabic; Source format: Mobile app and teacher-led academy","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md; agents/product-benchmark-gap-analysis-2026-09-11.md"
"https://arabicunlocked.com/academy","App and Academy","Arabic Unlocked","ar","course","arabic; pedagogy; quran","reference-or-link-only; terms-review-required","200","true","https://arabicunlocked.com/academy/","text/html; charset=utf-8","","reachable","","GBP 9.99/month; GBP 47.99/six months; GBP 58.99/year; Academy promotional GBP 997/year; Rights/reuse note: https://arabicunlocked.com/terms/; Source category: Quranic Arabic; Source format: Mobile app and teacher-led academy","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md; agents/product-benchmark-gap-analysis-2026-09-11.md"
"https://arabicunlocked.com/app","App and Academy","Arabic Unlocked","ar; en","course; video","arabic; quran","terms-review-required","200","true","https://arabicunlocked.com/","text/html; charset=utf-8","","reachable","","GBP 9.99/month; GBP 47.99/six months; GBP 58.99/year; Academy promotional GBP 997/year; Progression from letters to sentence/grammar; pronunciation and gamified Word Builder; Rights/reuse note: Proprietary; personal-use terms; no copying, distribution or resale; Rights/reuse note: https://arabicunlocked.com/terms/; Source category: Quranic Arabic; Source format: Interactive audiovisual Arabic platform; Source format: Mobile app and teacher-led academy","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md; agents/video-audio-source-expansion-2026-09-11.csv"
"https://arabicunlocked.com/terms","App and Academy","Arabic Unlocked","ar","course","arabic; quran","terms-review-required","200","true","https://arabicunlocked.com/terms/","text/html; charset=utf-8","","reachable","","GBP 9.99/month; GBP 47.99/six months; GBP 58.99/year; Academy promotional GBP 997/year; Rights/reuse note: https://arabicunlocked.com/terms/; Source category: Quranic Arabic; Source format: Mobile app and teacher-led academy","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
