"url","title","categories","reuse_notes","source_files"
"https://alquran.cloud/contributors","AlQuran.cloud","","Use edition-level provenance","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://alquran.cloud/terms-and-conditions","AlQuran.cloud","","Not a blanket underlying-rights grant","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://an-nasihah.com/","Home","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://an-nasihah.com/islamic-curriculum","An Nasihah Islamic Curriculum","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://an-nasihah.com/products","Products","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://api-docs.quran.com/docs/api-reference","API Reference | Quran Foundation Documentation Portal","quran-data","API terms and source-specific licenses apply; Terms apply","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://api-docs.quran.com/docs/connected-apps","Connected Apps | Quran Foundation Documentation Portal","quran-data","Approved endpoints or written license; attribution required; Program requirements","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://api-docs.quran.com/docs/tutorials/faq","Quran Foundation","","Confirm eligibility","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://api-docs.quran.com/legal/developer-terms","Quran Foundation","","Core legal evidence; updated 2026-08-26","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://apps.apple.com/ae/app/quran-by-quranly/id1559233786?platform=ipad","UAE version history","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/alifbee-learn-arabic-easily/id1445883041","AlifBee: Learn Arabic Easily","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/qariah/id1594917787?platform=ipad","Qariah","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/quran-by-quranly/id1559233786","Quran by Quranly","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/quranic-quran-arabic-learning/id1381145375","Quranic: Quran Arabic Learning","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/sajda-prayer-times-quran/id517254891","Sajda: Prayer Times, Quran","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://apps.apple.com/us/app/tarteel-ai-quran-memorization/id1391009396","Tarteel: AI Quran Memorization","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://arabic101.org/","Arabic101 &#8211; The Official Website of Arabic101","Quranic Arabic; research-reference; tajwid-arabic","Reference public curriculum; request permission for assets or lesson reuse; https://store.arabic101.org/85landing/","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_course_source_table_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://arabicunlocked.com/","Arabic Unlocked","Quranic Arabic; research-reference","https://arabicunlocked.com/terms/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://arabicunlocked.com/academy","Arabic Unlocked","Quranic Arabic; research-reference","https://arabicunlocked.com/terms/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://arabicunlocked.com/app","Arabic Unlocked","Quranic Arabic; research-reference","https://arabicunlocked.com/terms/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://arabicunlocked.com/terms","Arabic Unlocked","Quranic Arabic; research-reference","https://arabicunlocked.com/terms/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://bayyinah.com/lifetime","Lifetime subscription offer","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://bayyinah.com/terms-and-conditions","Terms & Conditions","Official playlist; Quranic Arabic; research-reference","https://bayyinah.com/terms-and-conditions/","agents/muslingo-islamic-studies-curricula-research.md; agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://bayyinah.com/what-we-do","What We Do","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://bayyinah.tv/","Product home","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://bayyinahtv.com/","Bayyinah TV","quranic-arabic","Subscription content; partnership or license required","islamic-source-metadata-2026-09-10.json"
"https://bayyinahtv.zendesk.com/hc/en-us/articles/35040314675095-What-is-Bayyinah-TV","What is Bayyinah TV?","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://bayyinahtv.zendesk.com/hc/en-us/articles/35041918345751-Do-you-offer-regional-pricing","regional pricing","research-reference","","agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://blog.alifbee.com/quranic-arabic-curriculum","Quranic Arabic curriculum","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://blog.duolingo.com/duolingo-101-how-to-learn-a-language-on-duolingo","Duolingo 101","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://blog.duolingo.com/duolingo-head-of-licensing","licensing contact","research-reference","","agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://blog.duolingo.com/how-duolingo-experts-work-with-ai","How experts work with AI","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://blog.duolingo.com/how-user-reports-improve-course-content","How user reports improve course content","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://blog.duolingo.com/how-we-learn-how-you-learn","How we learn how you learn","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://blog.duolingo.com/is-duolingo-free","Is Duolingo free?","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://blog.duolingo.com/learning-other-writing-systems","Tools for learning to read other writing systems","pedagogy; research-reference","Reference pedagogy only","agents/muslingo-competitive-pedagogy-2026-09-10.md; islamic-source-metadata-2026-09-10.json"
"https://blog.duolingo.com/what-makes-arabic-hard-and-why-that-shouldnt-stop-you-from-learning-it","What makes Arabic hard—and why that shouldn’t stop you","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://corpus.quran.com/","The Quranic Arabic Corpus - Word by Word Grammar, Syntax and Morphology of the Holy Quran","quranic-arabic","Verify corpus copyright and attribution before integration","islamic-source-metadata-2026-09-10.json"
"https://corpus.quran.com/download","University of Leeds","","GPL plus text integrity condition","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://corpus.quran.com/license.jsp","University of Leeds","","Core legal evidence","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://corpus.quran.com/treebank.jsp","University of Leeds","","Reference/data use","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://courses.getquranic.com/courses/uqa","Understand Quranic Arabic","Quranic Arabic; research-reference","https://www.getquranic.com/terms/","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://courses.getquranic.com/courses/uqa4","sarf/Level 4","research-reference","","agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://developers.google.com/youtube/terms/developer-policies","Google / YouTube","","Core platform-use evidence","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://docs.safarpublications.org/article/7-is-the-safar-curriculum-for-me","Is the Safar curriculum for me?","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://docs.safarpublications.org/article/76-who-writes-the-textbooks","Who develops and writes the Safar textbooks?","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://docs.safarpublications.org/article/86-what-school-of-islamic-law-fiqh-is-the-content-based-on-and-are-the-books-reliable","What school of Islamic law is the content based on and are the books reliable?","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://download.understandquran.com/fileadmin/user_upload/TTC/Orientation/1TTC-Orientation-Eng.pdf","teacher-training outline","research-reference","","agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://duolingodata.com/dat/arfen46v2.html","Arabic from English course extraction","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://explore.bayyinahtv.com/arabic","Bayyinah","Quranic Arabic; research-reference","https://bayyinah.com/terms-and-conditions/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://explore.bayyinahtv.com/arabic-resources","resources","research-reference","","agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://explore.bayyinahtv.com/beginner-arabic","Bayyinah","Official playlist; research-reference","https://bayyinah.com/terms-and-conditions/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://explore.bayyinahtv.com/quranstudy","Quran Study","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://faq.sajda.app/question/104","Are core features free?","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://faq.sajda.app/question/111","What is Sajda+?","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://gethifz.com/","product home","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://gethifz.com/support","Help & Support","research-reference","Proprietary benchmark","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://gethifz.com/techniques","The Hifz Companion","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://github.com/TarteelAI/quranic-universal-library","Tarteel","","MIT does not cover every dataset","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://helpdesk.amauacademy.com/articles/billing-subscription-and-payments/choosing-your-amau-academy-plan_-annual-or-monthly","Choosing Your AMAU Academy Plan","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://helpdesk.amauacademy.com/articles/getting-started-with-amau/what-is-amau-academy","What is AMAU Academy?","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://helpdesk.amauacademy.com/articles/programs-and-study-paths/arabic-with-amau-explained","AMAU Academy","Quranic Arabic; research-reference","https://www.amauacademy.com/pages/pricing","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://investors.duolingo.com/static-files/f19d76fb-dee4-4f13-96ae-138ebfd0f2d3","2026 Form 10-K","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://madinaharabic.com/free-content/reading","Arabic Reading Course – Madinah Arabic","Arabic literacy; arabic-reading; research-reference","Free access does not imply reuse; verify written terms; https://madinaharabic.com/terms-of-service","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md; islamic-source-metadata-2026-09-10.json"
"https://madinaharabic.com/terms-of-service","Madinah Arabic","Arabic literacy; research-reference","https://madinaharabic.com/terms-of-service","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://maqraa.prh.gov.sa/en","Maqraa Al-Harmain","","All rights reserved","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://orders.an-nasihah.com/product-category/islamic-curriculum","Islamic Curriculum","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://play.google.com/store/apps/details?hl=en_US&id=com.quranly.app","Google Play listing","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://policy.qurancomplex.gov.sa/?Lan=en","King Fahd Complex","","Do not infer blanket reuse","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://qariah.org/","Qariah - A Quran App for Our Daughters","recitation","Obtain permission for recitations and curriculum assets","islamic-source-metadata-2026-09-10.json"
"https://qariah.org/terms","Terms of Use","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://qul.tarteel.ai/","Tarteel / QUL","","Dataset-specific licenses","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://qul.tarteel.ai/docs","Tarteel / QUL","","Dataset-specific licenses","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://qul.tarteel.ai/docs/faq","Tarteel / QUL","","Core licensing caveat","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://qul.tarteel.ai/docs/tutorial-recitation-end-to-end","Tarteel / QUL","","Self-host licensed data","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://qul.tarteel.ai/faq","FAQ","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://quran.com/","Read, Listen & Study the Noble Quran - Quran.com","quran-reader","Use Quran Foundation APIs and applicable content licenses","islamic-source-metadata-2026-09-10.json"
"https://quran.com/about-us?locale=en","About Us","research-reference","Reference/attribution","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://quran.com/developers","Developers","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://quran.com/en/product-updates/new-study-mode-on-quran-com","New Study Mode on Quran.com","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://quran.com/en/product-updates/updated-word-by-word-recitation-feature","Updated word-by-word recitation","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://quran.com/fa/about-the-quran","About the Quran experience","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://quranacademy.io/","Quran Academy: Learn, Love & Live the Quran","memorization","Verify current terms before any integration","islamic-source-metadata-2026-09-10.json"
"https://qurancomplex.gov.sa/category/moratal/hafs","King Fahd Complex Recitations","quran-audio","Archive recording-level rights page; Verify the grant for each exact recording and retain source and reciter attribution","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://qurancomplex.gov.sa/en/kfgqpc/vision","King Fahd Complex","","Reference only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://qurancomplex.gov.sa/en/techquran/dev","King Fahd Complex","","File-specific public-use status must be retained","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://quranenc.com/en/home","Encyclopedia of the Noble Quran","quran-translation","Edition terms apply; Edition-specific conditions; preserve attribution, version and text integrity","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://quranenc.com/en/home/api","QuranEnc","","Core legal evidence","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://quranflow.org/","Quran Flow &#8211; Transform Your Connection, Perfect Your Recitation","tajwid","Commercial benchmark; Commercial curriculum; partnership or license required","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://quranflow.org/privacy-policies","Quran Flow","","Core legal evidence","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://revealed.bayyinahtv.com/","Revealed","Quranic Arabic; research-reference","https://bayyinah.com/terms-and-conditions/","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://s3.us-east-1.amazonaws.com/unode1/assets%2Fassets%2F43421%2Fprospectus-amaujr.1691160495.pdf","AMAU Junior Prospectus","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://safarpublications.org/help-center/islamic-studies/primary-islamic-studies-syllabus/can-i-print-or-reproduce-safar-publications-books-or-content","Can I print or reproduce Safar Publications books or content?","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://safarpublications.org/islamic-studies-primary","primary series","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://safarpublications.org/product/islamic-studies-textbook-1-learn-about-islam-series","Islamic Studies: Textbook 1","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://safarpublications.org/product/islamic-studies-workbook-3-learn-about-islam-series","Islamic Studies: Workbook 3","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://sajda.com/en","Accurate Prayer Times, Quran, Athan and Qibla Direction | Sajda","competitor; research-reference","Reference product behavior only","agents/muslingo-competitive-pedagogy-2026-09-10.md; islamic-source-metadata-2026-09-10.json"
"https://sajda.com/en/academy/prayer/shafi-men-english/dhuhr-prayer-fard","Dhuhr prayer course lesson","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://sajda.com/en/academy/ramadan/foundations/perseverance","Perseverance course lesson","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://seekersguidance.org/","program overview","research-reference","","agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://seekersguidance.org/answers/general-counsel/what-is-the-belief-and-approach-of-seekersguidance-and-its-online-islamic-courses","What Is the Belief and Approach of SeekersGuidance?","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://seekersguidance.org/articles/teaching/seekershub-steps-curriculum","The SeekersGuidance Steps Curriculum Explained","islamic-studies","Reference structure; seek permission for course content","islamic-source-metadata-2026-09-10.json"
"https://store.alifbee.com/ar/products/alifbee-premium","AlifBee Premium","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://store.alifbee.com/products/alifbee-premium","AlifBee","MSA app; research-reference","https://www.alifbee.com/en/terms-conditions","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://store.arabic101.org/85landing","Arabic101","Official playlist; Quranic Arabic; research-reference","https://store.arabic101.org/85landing/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://studentportal.awqaf.gov.ae/","UAE Awqaf","","Service use only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://support.tarteel.ai/en/articles/12041685-multi-language-support","Multi-language support","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/12160141-what-do-the-different-text-colours-mean","Text colour meanings","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/12267535-can-i-use-tarteel-for-free","Tarteel AI","","Benchmark only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://support.tarteel.ai/en/articles/12414407-memorization-tracker","Memorization Tracker","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/12414420-how-to-turn-on-tashkeel-recognition","Tashkeel recognition","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/12414457-tarteel-is-not-recognising-my-tajweed-mistakes","Tarteel is not recognising my Tajweed mistakes","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/12414460-what-features-do-i-unlock-with-tarteel-premium","What features do I unlock with Tarteel Premium?","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/12414464-do-you-have-an-api-i-can-use","Tarteel AI","","Do not integrate private service","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://support.tarteel.ai/en/articles/12782033-how-do-i-use-the-goals-feature","How do I use the Goals feature?","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/14423894-how-to-listen-to-your-recitation-recordings-and-mistakes","Listen to recordings and mistakes","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/14936922-understanding-tajweed-colors-in-the-tarteel-mushaf","Tajweed colors","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/16557351-testing-faqs","Testing FAQs","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/articles/16557456-getting-started-with-testing","Getting Started with Testing","research-reference","Benchmark only","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://support.tarteel.ai/en/articles/16558156-what-are-the-suggested-for-you-tests","What are the Suggested for You Tests?","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://support.tarteel.ai/en/collections/15105266-tarteel-features","Tarteel Features | Tarteel Help Center","memorization","Reference product behavior only","islamic-source-metadata-2026-09-10.json"
"https://tanzil.net/docs/download","Tanzil Project","","Follow linked text license","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://tanzil.net/docs/tanzil_project","Tanzil Project","","Methodology reference","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://tanzil.net/docs/Text_License","Text License - Tanzil Documents","quran-data","CC BY 3.0; verbatim text only; attribution and update link required; Core legal evidence","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://tarteel.ai/","Tarteel AI","","Proprietary","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://tarteel.ai/blog/from-page-to-screen-rethinking-quran-rendering-for-the-digital-age/amp","Rethinking Quran rendering","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://tarteel.ai/blog/introducing-mistake-detection/amp","Introducing Mistake Detection","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://tarteel.ai/pricing","Pricing","memorization","Reference product behavior only; no content reuse without permission","islamic-source-metadata-2026-09-10.json"
"https://understandquran.com/","Understand Al Quran Academy","Quranic Arabic; research-reference","https://understandquran.com/downloads/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://understandquran.com/downloads","Understand Al Quran Academy","Quranic Arabic; research-reference","https://understandquran.com/downloads/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://understandquran.com/how-to-access-courses-after-subscribing","Understand Al Quran Academy","Quranic Arabic; research-reference","https://understandquran.com/downloads/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://understandquran.com/learn-tajweed-the-easy-way-english","Understand Al-Quran Academy","","Permission required for adaptation","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://understandquran.com/online-madrasah","Understand Al Quran Academy","Quranic Arabic; research-reference","https://understandquran.com/downloads/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://understandquran.com/teacher-resource-center-english/class-first","Understand Al-Quran Academy","","Permission required","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://understandquran.com/teacher-training-course-english","Understand Al-Quran Academy","","Permission required","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://understandquran.com/term-conditions","Term Conditions - Understand Al Quran Academy","tajwid-rights","Core legal evidence; No copying or reproduction without written permission; clean-room authoring or a license required","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://weekendlearning.com/collections/islamic-studies","Revised Islamic Studies","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://weekendlearning.com/collections/message-of-islam","Message of Islam","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://weekendlearning.com/pages/about","Who Are We","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://weekendlearning.com/pages/authors","Our Authors","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://weekendlearning.com/pages/curriculum","Weekend Learning Publishers","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.alifbee.com/ar/price-page","Pricing","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.alifbee.com/en","AlifBee","MSA app; research-reference","https://www.alifbee.com/en/terms-conditions","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.alifbee.com/en/terms-conditions","AlifBee","MSA app; research-reference","https://www.alifbee.com/en/terms-conditions","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.amauacademy.com/","AMAU Academy","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.amauacademy.com/pages/amau-junior987654321","AMAU Junior","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
